timestamp,token,price,notional_usd,side,trigger_ts
2025-12-26T15:38:47.029Z,LAGGER,0.44,1.9999993200000001,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:38:54.030Z,LAGGER,0.44,2.09,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:39:02.034Z,LAGGER,0.44,0.99999944,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:39:26.029Z,LAGGER,0.42,10.08,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:39:26.034Z,LAGGER,0.42,0.273,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:39:35.030Z,LAGGER,0.44,49.999999280000004,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:39:56.030Z,LAGGER,0.43,99.99999934,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:40:23.031Z,LAGGER,0.44,6.16,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:40:27.031Z,LAGGER,0.44,2.64,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:40:27.033Z,LAGGER,0.44,2.1824,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:40:35.030Z,LAGGER,0.5,12.715,BUY,2025-12-26T15:40:39.874Z
2025-12-26T15:40:40.034Z,LAGGER,0.54,96.12,,2025-12-26T15:40:39.874Z
2025-12-26T15:40:43.034Z,LAGGER,0.54,6.426000000000001,,2025-12-26T15:40:39.874Z
2025-12-26T15:40:46.032Z,LAGGER,0.51,12.3675,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:05.032Z,LAGGER,0.46,230.92000000000002,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:05.032Z,LAGGER,0.46,29.9644,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:11.029Z,LAGGER,0.46,83.72,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:21.029Z,LAGGER,0.46,11.5368,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:32.033Z,LAGGER,0.52,503.45919156,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:45.035Z,LAGGER,0.49,0.9999993499999998,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:49.032Z,LAGGER,0.48,4.32,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:50.028Z,LAGGER,0.48,20.0899992,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:55.028Z,LAGGER,0.49,12.3186,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:55.030Z,LAGGER,0.54,0.9999990000000001,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:58.029Z,LAGGER,0.49,0.9999993499999998,,2025-12-26T15:40:39.874Z
2025-12-26T15:41:59.030Z,LAGGER,0.49,8.82,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:02.029Z,LAGGER,0.49,19.6,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:07.032Z,LAGGER,0.49,0.1862,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:08.032Z,LAGGER,0.5,12.59,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:10.032Z,LAGGER,0.49,10.9907,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:10.034Z,LAGGER,0.48,7.35,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:12.028Z,LAGGER,0.54,45.954,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:28.031Z,LAGGER,0.5,13.0,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:28.036Z,LAGGER,0.5,14.66,,2025-12-26T15:40:39.874Z
2025-12-26T15:42:50.030Z,LAGGER,0.55,13.926000000000002,,2025-12-26T15:40:39.874Z
2025-12-26T15:43:10.029Z,LAGGER,0.72,29.0736,,2025-12-26T15:40:39.874Z
2025-12-26T15:43:13.029Z,LAGGER,0.74,8.2214,,2025-12-26T15:40:39.874Z
2025-12-26T15:43:15.029Z,LAGGER,0.72,14.399999999999999,,2025-12-26T15:40:39.874Z
2025-12-26T15:43:27.032Z,LAGGER,0.7,13.461,,2025-12-26T15:40:39.874Z
2025-12-26T15:43:34.033Z,LAGGER,0.73,0.99999926,,2025-12-26T15:40:39.874Z
