timestamp,token,price,notional_usd,side,trigger_ts
2025-12-26T21:20:30.031Z,LAGGER,0.65,25.659999300000003,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:20:38.033Z,LAGGER,0.64,7.04,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:20:59.029Z,LAGGER,0.64,12.8,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:01.036Z,LAGGER,0.64,3.0,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:10.032Z,LAGGER,0.64,5.12,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:11.027Z,LAGGER,0.63,9.99999819,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:14.030Z,LAGGER,0.63,3.9599991900000004,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:15.027Z,LAGGER,0.63,9.99999819,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:15.031Z,LAGGER,0.63,1.09999827,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:16.028Z,LAGGER,0.63,24.34999833,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:17.028Z,LAGGER,0.63,14.78999907,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:19.028Z,LAGGER,0.62,1.5872,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:21:19.035Z,LAGGER,0.63,24.34999833,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:26.030Z,LAGGER,0.61,117.73,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:27.029Z,LAGGER,0.61,12.2,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:27.030Z,LAGGER,0.61,3.0683000000000002,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:29.029Z,LAGGER,0.61,1712.27,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:33.028Z,LAGGER,0.61,15.25,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:33.029Z,LAGGER,0.61,7.1796999999999995,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:35.028Z,LAGGER,0.61,4.27,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:35.034Z,LAGGER,0.61,8.54,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:35.035Z,LAGGER,0.61,12.2,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:36.028Z,LAGGER,0.61,48.19,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:39.029Z,LAGGER,0.6,12.63,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:21:42.031Z,LAGGER,0.57,0.23939999999999997,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:21:46.031Z,LAGGER,0.62,31.62,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:21:53.033Z,LAGGER,0.61,2.51999906,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:04.034Z,LAGGER,0.6,24.599999999999998,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:04.038Z,LAGGER,0.6,9.15,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:05.028Z,LAGGER,0.59,0.8908999999999999,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:22:06.030Z,LAGGER,0.6,9.15,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:06.032Z,LAGGER,0.6,1757.1,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:09.031Z,LAGGER,0.58,11.999999319999999,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:10.029Z,LAGGER,0.58,9.14999938,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:11.028Z,LAGGER,0.58,3.8686,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:11.030Z,LAGGER,0.58,9.99999924,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:16.050Z,LAGGER,0.57,55.28999999999999,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:18.028Z,LAGGER,0.58,11.6,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:20.027Z,LAGGER,0.58,138.04,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:22.032Z,LAGGER,0.58,0.9999982999999999,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:24.028Z,LAGGER,0.56,4.8272,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:22:24.029Z,LAGGER,0.58,57.99999999999999,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:25.029Z,LAGGER,0.58,17.4,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:26.027Z,LAGGER,0.52,26.6656,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:22:28.030Z,LAGGER,0.58,13.919999999999998,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:29.028Z,LAGGER,0.58,12.76,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:31.033Z,LAGGER,0.58,43.5,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:33.034Z,LAGGER,0.58,2.3299992,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:35.031Z,LAGGER,0.58,348.58,BUY,2025-12-26T21:23:26.088Z
2025-12-26T21:22:36.036Z,LAGGER,0.51,20.6754,SELL,2025-12-26T21:23:26.088Z
2025-12-26T21:22:37.030Z,LAGGER,0.58,17.4,BUY,2025-12-26T21:23:26.088Z
