timestamp,token,price,notional_usd,side,trigger_ts
2025-12-26T16:46:53.028Z,LEADER,0.43,6.935899999999999,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:46:54.029Z,LEADER,0.43,258.3741,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:49:41.029Z,LEADER,0.53,453.8443,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:47:04.029Z,LAGGER,0.33,33.0,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:47:05.043Z,LAGGER,0.12,4.2036,SELL,2025-12-26T16:49:50.092Z
2025-12-26T16:47:08.037Z,LAGGER,0.33,5.497800000000001,SELL,2025-12-26T16:49:50.092Z
2025-12-26T16:47:26.027Z,LAGGER,0.44,0.99999944,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:47:35.027Z,LAGGER,0.44,2.9656000000000002,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:47:46.029Z,LAGGER,0.45,4.5,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:48:39.028Z,LAGGER,0.46,43.125,SELL,2025-12-26T16:49:50.092Z
2025-12-26T16:49:41.028Z,LAGGER,0.79,4.99999848,BUY,2025-12-26T16:49:50.092Z
2025-12-26T16:49:55.030Z,LEADER,0.76,10.746400000000001,,2025-12-26T16:49:50.092Z
2025-12-26T16:50:26.028Z,LAGGER,0.1,0.099,,2025-12-26T16:49:50.092Z
2025-12-26T16:50:27.027Z,LAGGER,0.33,250.63170000000002,,2025-12-26T16:49:50.092Z
2025-12-26T16:50:38.032Z,LAGGER,0.06,0.0114,,2025-12-26T16:49:50.092Z
2025-12-26T16:51:26.029Z,LEADER,0.34,1.598,,2025-12-26T16:49:50.092Z
2025-12-26T16:51:43.028Z,LAGGER,0.8,3.0,,2025-12-26T16:49:50.092Z
