timestamp,token,price,notional_usd,side,trigger_ts
2025-12-26T19:05:02.032Z,LEADER,0.2,12.0,SELL,2025-12-26T19:06:39.153Z
2025-12-26T19:05:33.028Z,LEADER,0.2,0.466,SELL,2025-12-26T19:06:39.153Z
2025-12-26T19:06:23.035Z,LEADER,0.22,19.999999579999997,BUY,2025-12-26T19:06:39.153Z
2025-12-26T19:06:36.982Z,LEADER,0.78,,,2025-12-26T19:06:39.153Z
2025-12-26T19:04:01.031Z,LAGGER,0.42,7.499999219999999,BUY,2025-12-26T19:06:39.153Z
2025-12-26T19:05:39.031Z,LAGGER,0.4,40.0,BUY,2025-12-26T19:06:39.153Z
2025-12-26T19:06:08.029Z,LAGGER,0.37,11.7734,SELL,2025-12-26T19:06:39.153Z
2025-12-26T19:06:38.929Z,LAGGER,0.38,,,2025-12-26T19:06:39.153Z
2025-12-26T19:06:36.982Z,LEADER,0.78,,,2025-12-26T19:06:39.153Z
2025-12-26T19:06:38.929Z,LAGGER,0.38,,,2025-12-26T19:06:39.153Z
2025-12-26T19:06:42.032Z,LAGGER,0.39,7.0902,,2025-12-26T19:06:39.153Z
2025-12-26T19:07:20.038Z,LEADER,0.22,14.99999974,,2025-12-26T19:06:39.153Z
2025-12-26T19:07:24.032Z,LEADER,0.22,0.9999996600000001,,2025-12-26T19:06:39.153Z
2025-12-26T19:07:54.034Z,LEADER,0.22,19.999999579999997,,2025-12-26T19:06:39.153Z
2025-12-26T19:07:56.040Z,LEADER,0.2,0.73,,2025-12-26T19:06:39.153Z
2025-12-26T19:08:26.034Z,LAGGER,0.37,5.18,,2025-12-26T19:06:39.153Z
2025-12-26T19:08:30.031Z,LAGGER,0.37,2.8099994099999996,,2025-12-26T19:06:39.153Z
2025-12-26T19:08:30.037Z,LEADER,0.2,49.266000000000005,,2025-12-26T19:06:39.153Z
2025-12-26T19:08:31.029Z,LAGGER,0.37,1.0999992699999999,,2025-12-26T19:06:39.153Z
2025-12-26T19:08:53.031Z,LEADER,0.21,44.94,,2025-12-26T19:06:39.153Z
2025-12-26T19:09:03.031Z,LAGGER,0.37,3.3599996,,2025-12-26T19:06:39.153Z
2025-12-26T19:09:05.047Z,LAGGER,0.37,1.0999992699999999,,2025-12-26T19:06:39.153Z
2025-12-26T19:09:08.031Z,LEADER,0.21,6.413399999999999,,2025-12-26T19:06:39.153Z
2025-12-26T19:09:20.032Z,LEADER,0.2,1.0,,2025-12-26T19:06:39.153Z
2025-12-26T19:09:22.039Z,LEADER,0.19,23.1705,,2025-12-26T19:06:39.153Z
